iter	Logloss
963	0.3439852655
964	0.3439381511
965	0.3438479141
966	0.3437087608
967	0.3436619125
968	0.3433799042
969	0.3433396808
970	0.3432933466
971	0.3431991222
972	0.3430448443
973	0.3429986831
974	0.3429524691
975	0.3427388102
976	0.3426927077
977	0.3426226903
978	0.3425770092
979	0.3425312377
980	0.3424854716
981	0.3422977137
982	0.3421274574
983	0.3420816701
984	0.3420362386
985	0.3419714724
986	0.3418592601
987	0.3418138585
988	0.3415666138
989	0.3414346227
990	0.3413892684
991	0.3413444361
992	0.3410780709
993	0.3409616803
994	0.3408197475
995	0.3406660288
996	0.3406207821
997	0.3405762176
998	0.3404506863
999	0.3403880928
